fighter_name,wins,losses,draws,consec_wins,height_in,weight_lbs,reach_in,stance,DOB,age,SLpM,str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg
Wanderlei Silva,35,13,1,1,61,205,74,Orthodox,1976-07-03,44,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6
Thiago Silva,19,6,0,2,74,205,74,Orthodox,1982-11-12,38,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7
Antonio Silva,19,12,1,0,76,264,82,Orthodox,1979-09-14,41,2.89,0.45,3.09,0.5,0.82,0.29,0.66,0.8
Erick Silva,19,9,0,0,72,170,74,Orthodox,1984-06-21,36,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4
Leandro Silva,20,6,1,0,69,155,72,Orthodox,1985-11-11,35,2.39,0.48,2.08,0.63,1.76,0.37,0.65,0.4
Claudio Silva,14,2,0,0,61,170,71,Southpaw,1982-09-06,38,3.14,0.42,3.12,0.43,3.01,0.28,0.66,1.6
Joaquim Silva,11,3,0,0,68,155,69,Southpaw,1989-02-05,32,3.92,0.37,4.43,0.56,0.24,0.5,0.64,0.7
Felipe Silva,8,2,0,0,72,155,77,Orthodox,1984-05-08,36,5.4,0.5,1.8,0.59,1.0,1.0,0.71,0.0
Bruno Silva,10,5,2,0,64,125,65,Orthodox,1990-03-16,30,2.6,0.42,3.51,0.55,3.14,0.3,0.61,0.0
Gabriel Silva,8,2,0,0,66,135,71,Orthodox,1994-08-26,26,1.3,0.34,3.47,0.45,1.5,0.25,0.38,0.5
Jacob Silva,6,4,0,0,65,125,67,Orthodox,1988-02-23,33,4.17,0.44,4.92,0.56,1.51,1.0,0.66,0.0
Douglas Silva de Andrade,26,4,0,0,67,145,68,Orthodox,1985-06-22,35,3.77,0.38,4.26,0.58,0.7,0.5,0.66,0.0
Elias Silverio,13,3,0,0,61,155,73,Orthodox,1986-09-22,34,3.67,0.49,2.97,0.51,1.62,0.38,0.85,0.2
Jamey Simmons,7,3,0,0,66,145,70,Orthodox,1992-09-11,28,0.52,0.5,2.08,0.5,0.0,0.0,1.0,0.0
Ricky Simon,18,3,0,3,66,135,69,Orthodox,1992-08-31,28,3.08,0.42,3.13,0.64,6.93,0.54,0.72,0.4
Aaron Simpson,12,5,0,0,72,170,73,Orthodox,1974-07-20,46,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5
Tony Sims,12,4,0,0,61,155,70,Southpaw,1985-10-14,35,1.81,0.63,0.76,0.65,0.71,0.5,0.5,0.7
Everett Sims,4,1,0,0,77,260,77,Southpaw,1988-09-04,32,0.81,0.66,2.19,0.3,0.0,0.0,0.42,1.2
Rory Singer,11,9,0,0,74,185,77,Orthodox,1976-05-28,44,2.55,0.39,2.42,0.63,0.39,0.25,0.64,0.8
Elvis Sinosic,7,11,2,0,75,205,77,Orthodox,1971-02-13,50,1.13,0.37,4.6,0.53,0.0,0.0,0.0,1.2
Dennis Siver,23,11,0,1,66,145,70,Orthodox,1979-01-13,42,3.87,0.32,2.67,0.65,0.87,0.32,0.65,0.3
Chas Skelly,18,3,0,1,61,145,72,Orthodox,1985-05-11,35,2.02,0.4,3.35,0.48,1.71,0.34,0.33,2.4
Scott Smith,18,11,0,0,72,185,70,Orthodox,1979-05-21,41,1.9,0.27,5.87,0.5,0.12,0.06,0.58,0.5
Trevor Smith,15,10,0,0,75,185,75,Orthodox,1981-01-05,40,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7
Anthony Smith,34,16,0,1,76,205,76,Orthodox,1988-07-26,32,2.94,0.46,4.38,0.42,0.49,0.28,0.51,0.7
Colton Smith,7,4,0,0,72,155,71,Orthodox,1987-08-14,33,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4
Leslie Smith,10,7,1,2,69,135,66,Orthodox,1982-08-17,38,7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0
Devonte Smith,11,2,0,1,69,155,76,Orthodox,1993-07-30,27,5.64,0.55,2.65,0.59,0.74,1.0,1.0,0.7
Cole Smith,7,2,0,0,61,135,67,Orthodox,1989-04-05,31,1.78,0.35,1.96,0.49,1.67,0.33,0.45,1.7
Nate Smith,6,1,0,0,66,125,69,Switch,1995-04-09,25,1.28,0.38,2.04,0.35,0.0,0.0,0.33,2.3
Dmitrii Smoliakov,9,3,0,0,74,253,74,Switch,1982-08-05,38,1.44,0.42,3.81,0.55,0.0,0.0,0.75,0.0
Louis Smolka,17,7,0,1,69,135,68,Orthodox,1991-07-16,29,4.44,0.46,3.74,0.53,1.84,0.37,0.31,1.9
Richie Smullen,3,1,1,0,69,155,68,Orthodox,1991-08-17,29,1.98,0.77,2.26,0.65,8.49,0.66,0.0,0.0
Devin Smyth,4,2,0,0,61,170,72,Switch,1995-07-21,25,2.6,0.68,6.73,0.25,4.0,0.26,1.0,0.0
Peter Sobotta,17,7,1,0,72,170,75,Southpaw,1987-01-11,34,2.14,0.4,2.9,0.58,1.53,0.32,0.77,0.5
Renato Sobral,37,11,0,0,73,205,75,Orthodox,1975-09-07,45,2.23,0.45,1.53,0.57,2.48,0.42,0.65,2.6
Rameau Thierry Sokoudjou,18,18,0,0,61,205,78,Orthodox,1984-04-18,36,2.26,0.45,2.61,0.56,1.93,0.47,0.78,0.9
Joe Solecki,10,2,0,3,69,155,70,Orthodox,1993-08-27,27,3.62,0.74,0.93,0.51,3.31,0.62,0.0,1.3
Song Kenan,16,5,0,2,72,170,71,Orthodox,1990-03-10,30,4.3,0.45,4.2,0.56,0.0,0.0,0.45,0.0
Chael Sonnen,29,15,1,0,73,205,73,Southpaw,1977-04-03,43,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4
Jin Soo Son,9,4,0,0,66,135,69,Orthodox,1993-04-01,27,5.1,0.36,7.63,0.52,1.5,0.25,1.0,0.0
Punahele Soriano,8,0,0,3,61,185,72,Southpaw,1992-11-22,28,4.46,0.43,2.86,0.52,2.6,0.66,0.0,0.0
Dmitry Sosnovskiy,11,0,0,1,75,240,77,Orthodox,1989-07-06,31,2.95,0.7,2.53,0.35,3.16,0.66,1.0,3.2
Ben Sosoli,7,3,0,0,72,265,72,Southpaw,1989-12-10,31,2.31,0.31,4.3,0.47,0.0,0.0,0.0,0.0
Krzysztof Soszynski,26,12,1,0,73,205,77,OpenStance,1977-08-02,43,3.37,0.39,3.13,0.58,0.52,0.25,0.71,1.0
George Sotiropoulos,14,7,0,0,61,155,71,Orthodox,1977-07-09,43,2.61,0.27,2.52,0.67,2.32,0.31,0.53,1.6
Greg Soto,9,4,0,0,61,170,73,Orthodox,1986-06-03,34,3.21,0.63,2.61,0.52,1.49,0.27,0.44,1.0
Joe Soto,18,7,0,0,66,135,65,Orthodox,1987-03-22,33,3.36,0.41,5.37,0.67,0.85,0.21,0.7,1.9
Andre Soukhamthath,13,8,0,0,69,135,70,Orthodox,1988-10-23,32,2.77,0.44,4.31,0.49,1.25,0.53,0.58,0.2
Jacare Souza,26,9,0,0,73,185,72,Orthodox,1979-12-07,41,2.53,0.46,2.85,0.62,2.55,0.39,0.6,1.4
Edimilson Souza,15,5,0,0,72,145,74,Orthodox,1984-10-17,36,4.65,0.44,2.91,0.58,0.0,0.0,0.5,0.0
Livinha Souza,14,2,0,1,63,115,63,Orthodox,1991-03-11,29,2.2,0.46,3.02,0.65,2.59,0.44,0.4,1.3
Mario Souza,12,1,0,1,75,185,79,Orthodox,1996-10-20,24,3.4,0.6,0.93,0.54,0.0,0.0,0.0,1.0
Ryan Spann,18,6,0,0,77,205,79,Orthodox,1991-08-24,29,3.27,0.44,3.43,0.46,1.76,0.41,0.6,1.8
Tommy Speer,21,7,0,0,61,170,71,Orthodox,1984-08-20,36,2.56,0.51,5.12,0.35,2.02,0.33,0.33,0.0
Sean Spencer,12,6,0,0,61,170,74,Orthodox,1987-06-25,33,4.24,0.32,4.02,0.6,0.14,0.33,0.68,0.0
Felicia Spencer,8,2,0,0,66,145,68,Orthodox,1990-11-29,30,3.02,0.45,5.57,0.43,0.64,0.1,0.14,0.3
Eric Spicely,12,6,0,0,73,185,73,Orthodox,1986-09-29,34,3.71,0.45,5.72,0.55,1.31,0.2,0.75,1.0
Daniel Spitz,6,3,0,0,79,245,82,Orthodox,1990-07-31,30,2.6,0.35,5.3,0.46,0.74,0.66,0.0,0.0
Serghei Spivac,12,2,0,2,75,260,78,Orthodox,1995-01-24,26,3.58,0.49,2.84,0.58,3.7,0.63,0.75,0.3
Daniel Spohn,15,6,0,1,76,205,79,Southpaw,1984-10-12,36,2.42,0.49,1.6,0.53,0.0,0.0,0.28,2.5
Austin Springer,12,4,0,0,68,145,71,Orthodox,1987-05-12,33,3.54,0.57,3.15,0.41,3.37,0.4,1.0,0.8
Georges St-Pierre,26,2,0,13,61,185,76,Orthodox,1981-05-19,39,3.78,0.53,1.4,0.72,4.16,0.74,0.83,1.1
Ron Stallings,14,8,0,0,74,170,75,Southpaw,1983-01-25,38,3.22,0.6,3.26,0.51,0.0,0.0,0.71,0.0
Cody Stamann,19,3,1,0,66,145,64,Orthodox,1989-11-09,31,4.14,0.48,3.18,0.63,3.03,0.46,0.8,0.0
Brian Stann,12,6,0,0,73,205,74,Orthodox,1980-09-24,40,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3
Josh Stansbury,4,8,0,0,74,205,74,Orthodox,1984-11-19,36,3.22,0.54,3.54,0.54,0.0,0.0,0.87,1.0
Clifford Starks,13,3,0,0,72,185,78,Orthodox,1981-04-25,39,1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0
Kalib Starnes,17,11,1,0,75,185,74,Orthodox,1975-01-06,46,2.71,0.48,4.43,0.53,1.46,0.33,0.25,0.6
Laureano Staropoli,9,3,0,0,73,170,71,Orthodox,1993-02-27,27,4.4,0.34,4.58,0.53,0.25,0.2,0.57,0.0
Damian Stasiak,10,6,0,0,65,135,70,Orthodox,1990-02-20,31,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6
Dominique Steele,14,9,0,0,61,170,74,Orthodox,1988-01-27,33,2.32,0.49,2.42,0.5,2.95,0.42,0.76,0.0
Ricky Steele,6,0,0,1,69,135,74,Orthodox,1988-05-26,32,4.07,0.7,2.93,0.5,0.0,0.0,0.91,0.0
Steve Steinbeiss,9,4,0,0,75,185,75,Orthodox,1981-05-05,39,3.92,0.55,1.86,0.49,0.44,0.5,0.58,0.0
Jeremy Stephens,28,18,0,0,69,145,71,Orthodox,1986-05-25,34,3.18,0.4,3.06,0.58,1.16,0.38,0.65,0.4
Aljamain Sterling,19,3,0,5,67,135,71,Orthodox,1989-07-31,31,4.82,0.5,1.94,0.66,1.89,0.29,0.51,1.0
Joe Stevenson,33,16,0,0,67,145,70,Orthodox,1982-06-15,38,2.05,0.44,2.44,0.6,2.75,0.44,0.39,2.2
Maia Stevenson,6,5,0,0,64,115,62,Orthodox,1982-03-19,38,1.57,0.54,3.13,0.33,3.91,1.0,0.5,0.0
Darren Stewart,12,6,0,0,72,185,74,Orthodox,1990-12-30,30,3.08,0.44,2.82,0.52,1.56,0.4,0.66,0.1
Kyle Stewart,11,3,0,0,72,170,76,Orthodox,1989-01-31,32,1.41,0.35,2.42,0.43,1.32,0.2,0.6,0.0
Lazar Stojadinovic,12,5,0,0,67,145,68,Southpaw,1989-03-22,31,1.82,0.29,1.97,0.59,0.0,0.0,0.0,0.0
Julija Stoliarenko,9,5,1,0,67,135,66,,1993-04-08,27,2.1,0.34,3.87,0.5,0.0,0.0,0.66,0.5
Dustin Stoltzfus,13,2,0,0,72,185,75,Orthodox,1991-11-15,29,2.48,0.57,3.93,0.48,0.78,0.12,0.62,0.8
Niklas Stolze,12,4,0,0,73,170,74,Switch,1992-12-28,28,2.0,0.41,1.93,0.56,1.0,1.0,0.66,0.0
Ken Stone,11,4,0,0,68,135,71,Southpaw,1982-10-08,38,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6
Rick Story,19,9,0,0,69,170,71,Southpaw,1984-08-28,36,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9
Darko Stosic,13,4,0,0,72,205,76,Orthodox,1992-02-09,29,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0.0
Sam Stout,20,12,1,0,69,155,70,Orthodox,1984-04-23,36,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1
Daniel Straus,24,7,0,0,67,145,71,,1984-07-27,36,4.76,0.43,2.99,0.57,0.84,0.15,0.81,1.1
Sean Strickland,22,3,0,3,73,185,76,Orthodox,1991-02-27,29,5.09,0.38,3.77,0.66,1.26,0.6,0.81,0.4
Mark Striegl,18,3,0,0,68,135,70,Southpaw,1988-06-23,32,3.53,0.42,21.18,0.25,0.0,0.0,0.0,0.0
Stefan Struve,33,13,0,0,73,265,84,Orthodox,1988-02-18,33,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7
Tatiana Suarez,9,0,0,5,65,115,66,Southpaw,1990-12-19,30,4.82,0.65,1.45,0.48,6.47,0.62,1.0,0.6
George Sullivan,17,7,0,0,72,170,73,Orthodox,1981-03-13,39,3.53,0.39,2.42,0.57,1.37,0.2,0.38,0.7
Justin Sumter,7,3,0,0,74,185,80,Southpaw,1989-11-16,31,2.68,0.48,7.64,0.34,2.87,1.0,0.0,0.0
Daniel Swain,20,10,1,0,69,145,70,Orthodox,1991-01-30,30,0.8,0.44,3.2,0.4,0.0,0.0,0.0,6.0
Cub Swanson,27,11,0,2,68,145,70,Orthodox,1983-11-02,37,4.64,0.5,3.64,0.6,1.09,0.51,0.6,0.5
Mike Swick,15,6,0,0,73,170,77,Orthodox,1979-06-19,41,2.36,0.37,2.29,0.54,1.06,0.5,0.61,0.6
Kevin Syler,10,1,0,0,69,155,71,Switch,1993-07-29,27,5.6,0.69,4.03,0.48,1.0,0.4,0.77,2.0
Tim Sylvia,31,10,0,0,80,265,80,Orthodox,1976-03-05,44,4.23,0.41,2.61,0.61,0.11,1.0,0.75,0.1
Justin Tafa,4,2,0,0,72,264,74,Southpaw,1993-12-13,27,5.33,0.59,4.6,0.46,0.0,0.0,1.0,0.0
Khalid Taha,13,3,0,0,65,135,69,Orthodox,1992-02-15,29,2.86,0.35,4.26,0.43,0.0,0.0,0.61,0.3
Mairbek Taisumov,27,6,0,0,69,155,73,Orthodox,1988-08-08,32,2.98,0.39,3.03,0.64,1.34,0.63,0.88,0.0
Nordine Taleb,15,7,0,0,73,170,74,Orthodox,1981-06-10,39,3.66,0.51,2.62,0.66,1.94,0.76,0.73,0.0
Akitoshi Tamura,21,18,2,0,69,135,70,Orthodox,1980-05-31,40,3.73,0.43,1.94,0.78,0.0,0.0,0.2,1.0
Issei Tamura,10,8,0,0,65,135,63,Orthodox,1984-03-12,36,1.89,0.53,4.58,0.44,0.92,0.25,0.33,0.0
Michinori Tanaka,11,3,0,0,65,135,67,Orthodox,1990-10-04,30,1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2
Evan Tanner,32,8,0,0,72,185,74,Orthodox,1971-02-11,50,3.05,0.59,2.64,0.56,2.55,0.43,0.25,1.3
Manny Tapia,12,14,1,0,65,135,67,Orthodox,1981-03-14,39,2.69,0.21,4.74,0.58,0.49,0.4,0.66,0.2
Miesha Tate,18,7,0,0,66,135,66,Orthodox,1986-08-18,34,1.93,0.41,2.71,0.5,2.06,0.31,0.52,1.6
Deividas Taurosevicius,17,5,0,0,69,145,68,Southpaw,1977-08-28,43,2.13,0.43,1.82,0.59,2.0,0.28,0.5,0.3
Thiago Tavares,21,7,1,0,67,145,70,Orthodox,1984-11-08,36,2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5
Brad Tavares,18,7,0,1,73,185,74,Orthodox,1987-12-21,33,3.04,0.41,2.73,0.56,0.97,0.27,0.79,0.0
Paul Taylor,11,6,1,1,72,155,72,Orthodox,1979-12-15,41,4.44,0.47,4.47,0.55,0.27,0.25,0.56,0.5
Jesse Taylor,31,15,0,1,72,170,73,Orthodox,1983-01-02,38,1.94,0.65,0.55,0.38,7.28,0.5,1.0,3.1
Danielle Taylor,9,4,0,0,60,115,60,Orthodox,1989-10-25,31,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2
James Te Huna,16,9,0,0,74,185,75,Orthodox,1981-09-29,39,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2
Glover Teixeira,32,7,0,5,74,205,76,Orthodox,1979-10-28,41,3.75,0.47,3.84,0.54,2.04,0.4,0.6,1.0
Taneisha Tennant,5,1,0,0,67,145,70,Orthodox,1989-06-15,31,5.67,0.55,3.4,0.71,0.0,0.0,1.0,0.0
David Teymur,8,2,0,0,69,155,73,Southpaw,1989-05-01,31,4.69,0.43,3.53,0.55,0.94,0.33,0.77,0.0
Daniel Teymur,7,4,0,0,65,145,69,Orthodox,1988-02-03,33,3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3
Brandon Thatch,11,5,0,0,74,170,74,Switch,1985-07-11,35,2.7,0.42,3.63,0.52,1.36,0.66,0.5,0.7
Elias Theodorou,16,3,0,0,73,185,75,Orthodox,1988-05-31,32,4.19,0.42,2.39,0.53,1.27,0.28,0.59,0.0
Paulo Thiago,18,9,0,0,61,170,74,Orthodox,1981-01-25,40,1.71,0.39,1.99,0.63,1.42,0.31,0.63,1.2
Nick Thompson,38,14,1,0,73,170,74,Orthodox,1981-06-23,39,1.87,0.42,1.8,0.49,1.06,1.0,0.35,2.6
Stephen Thompson,16,4,1,2,72,170,75,Orthodox,1983-02-11,38,4.24,0.43,2.8,0.58,0.32,0.45,0.78,0.0
Josh Thomson,22,9,0,0,61,155,71,Orthodox,1978-09-21,42,2.59,0.47,2.12,0.64,1.92,0.39,0.54,1.3
Simeon Thoresen,17,6,1,0,73,170,79,Orthodox,1984-03-14,36,3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7
Gleison Tibau,33,14,0,0,61,155,71,Southpaw,1983-10-07,37,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8
Darren Till,18,3,1,0,72,185,74,Southpaw,1992-12-24,28,2.27,0.46,2.99,0.58,0.54,0.41,0.82,0.0
Dusko Todorovic,10,1,0,0,73,185,74,Orthodox,1994-05-19,26,7.45,0.62,5.42,0.46,0.53,0.06,1.0,0.0
Kazuki Tokudome,18,7,1,0,61,155,73,Southpaw,1987-03-04,33,2.26,0.41,3.63,0.53,2.0,0.38,0.78,0.0
Tyler Toner,15,7,0,0,68,145,70,Orthodox,1983-03-31,37,2.95,0.52,2.13,0.62,0.0,0.0,0.54,0.4
Ilia Topuria,10,0,0,2,67,145,69,Orthodox,1997-01-21,24,2.5,0.45,1.87,0.68,4.25,0.55,1.0,4.2
Miguel Torres,44,9,0,0,69,135,76,Orthodox,1981-01-18,40,3.98,0.43,1.86,0.74,0.0,0.0,0.17,1.6
Tecia Torres,12,5,0,2,61,115,60,Orthodox,1989-08-16,31,4.3,0.47,3.37,0.62,0.68,0.15,0.56,0.1
Jose Torres,8,1,0,0,64,125,65,Orthodox,1992-08-02,28,4.37,0.36,9.84,0.5,1.28,0.33,0.75,0.0
Desmond Torres,7,2,0,0,66,135,69,Orthodox,1997-01-06,24,4.8,0.64,11.78,0.48,0.0,0.0,1.0,0.0
Salim Touahri,10,4,0,0,61,170,72,Orthodox,1989-09-28,31,2.6,0.46,2.87,0.58,0.0,0.0,0.83,0.0
Dequan Townsend,21,12,0,0,75,205,79,Orthodox,1986-05-11,34,1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0
Francisco Trevino,13,3,0,0,69,155,70,Orthodox,1981-12-17,39,2.65,0.42,2.42,0.64,0.97,0.22,0.41,0.0
Frank Trigg,21,9,0,0,69,170,71,Southpaw,1972-05-07,48,2.79,0.46,1.9,0.56,2.35,0.47,0.75,0.8
Francisco Trinaldo,26,7,0,3,69,155,70,Southpaw,1978-08-24,42,3.11,0.44,2.56,0.6,1.09,0.46,0.61,0.6
Michael Trizano,9,1,0,0,61,155,71,Orthodox,1991-12-31,29,3.02,0.53,2.11,0.63,0.4,0.5,0.8,0.8
Antonio Trocoli,11,3,0,0,77,205,82,Orthodox,1990-12-06,30,1.27,0.71,4.56,0.25,3.8,1.0,1.0,3.8
Abel Trujillo,15,8,0,0,68,155,70,Orthodox,1983-09-18,37,2.65,0.41,2.31,0.59,2.18,0.45,0.4,0.4
Arman Tsarukyan,16,2,0,3,67,155,72,Orthodox,1996-10-11,24,3.35,0.44,1.43,0.62,3.5,0.35,0.78,0.0
Chris Tuchscherer,21,4,0,0,74,258,76,Orthodox,1975-09-08,45,1.35,0.31,3.17,0.47,1.19,0.18,0.0,0.6
Jon Tuck,10,5,0,0,61,155,73,Orthodox,1984-08-28,36,3.0,0.4,3.74,0.6,0.42,0.33,0.5,1.0
Gavin Tucker,13,1,0,3,66,145,66,Southpaw,1986-06-17,34,4.4,0.45,4.29,0.57,3.0,0.42,0.53,1.5
Tai Tuivasa,11,3,0,1,74,264,75,Southpaw,1993-03-16,27,4.2,0.49,3.45,0.5,0.0,0.0,0.46,0.0
Zubaira Tukhugov,19,5,1,0,68,145,68,Orthodox,1991-01-15,30,2.54,0.38,2.53,0.63,2.54,0.46,1.0,0.0
Albert Tumenov,18,4,0,0,61,170,73,Orthodox,1991-12-26,29,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0
Ricky Turcios,8,1,0,0,69,135,71,Orthodox,1993-06-05,27,7.33,0.37,4.07,0.64,0.0,0.0,0.0,0.0
Wellington Turman,16,4,0,0,72,185,72,Orthodox,1996-07-22,24,2.75,0.42,3.71,0.45,2.63,0.35,1.0,0.9
Jalin Turner,10,5,0,2,75,155,77,Southpaw,1995-05-18,25,6.2,0.47,4.37,0.45,0.71,0.66,0.78,1.8
Marcin Tybura,21,6,0,4,75,249,78,Orthodox,1985-11-09,35,3.7,0.5,3.25,0.56,1.62,0.45,0.82,0.1
Tagir Ulanbekov,13,1,0,1,67,125,70,Southpaw,1991-08-07,29,3.07,0.37,3.13,0.58,5.0,0.45,0.5,0.0
Carlos Ulberg,5,0,0,1,76,205,77,Orthodox,1990-11-07,30,4.92,0.45,3.44,0.66,0.0,0.0,0.0,0.0
Gasan Umalatov,17,4,2,0,61,170,71,Orthodox,1982-09-11,38,2.23,0.39,4.1,0.59,0.75,0.17,0.9,0.0
Caol Uno,33,19,5,0,67,155,70,Southpaw,1975-05-08,45,1.91,0.49,1.9,0.5,1.95,0.31,0.37,0.5
Hector Urbina,17,10,1,0,61,170,73,Orthodox,1987-09-17,33,0.97,0.38,2.44,0.39,0.0,0.0,0.38,3.8
Elias Urbina,3,1,0,0,75,185,77,Southpaw,1993-10-09,27,3.85,0.37,6.17,0.5,0.0,0.0,0.0,0.0
Nick Urso,10,3,0,0,66,125,66,Southpaw,1985-09-26,35,3.61,0.45,5.06,0.36,0.0,0.0,0.0,0.0
Kamaru Usman,18,1,0,13,72,170,76,Switch,1987-05-11,33,4.66,0.54,2.33,0.58,3.22,0.47,1.0,0.1
Darren Uyenoyama,10,6,0,0,66,125,65,Orthodox,1979-10-15,41,1.34,0.39,2.21,0.66,1.42,0.33,0.35,0.7
Richie Vaculik,10,4,0,0,66,125,69,Orthodox,1983-06-19,37,3.69,0.46,4.09,0.57,3.0,0.45,0.31,1.0
Charlie Valencia,12,7,0,0,63,135,64,Orthodox,1974-10-31,46,2.58,0.37,2.61,0.77,1.4,0.53,0.75,0.5
Timur Valiev,17,2,0,1,66,145,67,Orthodox,1990-01-19,31,5.5,0.71,1.55,0.56,2.73,0.66,0.5,0.0
Isaac Vallie-Flagg,16,7,1,0,68,155,70,Orthodox,1978-04-08,42,5.56,0.47,5.6,0.45,0.2,0.12,0.58,0.0
Brianna Van Buren,9,3,0,0,60,115,62,Southpaw,1993-08-04,27,3.53,0.41,3.23,0.57,2.5,0.45,0.66,0.0
Jared Vanderaa,11,5,0,0,76,260,80,Orthodox,1992-05-12,28,2.75,0.52,5.19,0.33,1.15,1.0,0.0,0.0
Lando Vannata,11,5,2,0,69,155,71,Orthodox,1992-03-14,28,4.58,0.44,5.1,0.54,1.13,0.37,0.58,0.4
Paige VanZant,8,5,0,0,64,115,65,Orthodox,1994-03-26,26,3.35,0.52,2.62,0.42,1.27,0.33,0.34,1.0
Kazula Vargas,10,4,0,0,68,155,71,Southpaw,1985-08-15,35,1.84,0.49,1.16,0.54,0.79,0.33,0.25,0.0
Jamie Varner,21,11,1,0,68,155,71,Orthodox,1984-10-12,36,2.92,0.34,2.55,0.58,3.49,0.53,0.66,0.8
Javier Vazquez,16,5,0,1,67,145,69,Southpaw,1977-07-16,43,2.43,0.36,1.99,0.72,2.56,0.52,0.57,1.5
Manny Vazquez,11,2,0,0,61,125,72,Orthodox,1993-11-19,27,1.47,0.41,2.67,0.48,1.0,0.33,0.0,1.0
Cain Velasquez,14,3,0,0,73,240,77,Orthodox,1982-07-28,38,6.37,0.57,2.33,0.57,5.13,0.45,0.85,0.4
Bojan Velickovic,15,6,1,0,72,170,76,Southpaw,1988-12-18,32,2.18,0.34,2.31,0.57,0.67,0.25,0.55,0.5
Karlos Vemola,17,5,0,0,72,185,75,Orthodox,1985-07-03,35,1.67,0.44,2.13,0.37,1.93,0.25,0.31,1.7
Luigi Vendramini,9,1,0,1,68,170,73,Orthodox,1996-01-16,25,2.26,0.42,2.26,0.59,0.0,0.0,0.0,2.0
Brandon Vera,15,7,0,0,75,230,78,Orthodox,1977-10-10,43,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2
Marlon Vera,16,7,1,0,68,135,70,Switch,1992-12-02,28,3.65,0.49,3.95,0.52,0.78,0.37,0.7,1.1
Marvin Vettori,16,4,1,4,72,185,74,Southpaw,1993-09-20,27,4.78,0.45,3.19,0.66,1.33,0.45,0.78,0.8
Hugo Viana,8,4,0,0,66,135,67,Orthodox,1982-09-26,38,3.05,0.38,3.2,0.57,0.22,0.06,0.5,0.0
Polyana Viana,12,4,0,2,65,115,67,Orthodox,1992-06-14,28,3.71,0.41,3.01,0.54,1.12,0.33,0.5,3.4
James Vick,13,5,0,0,75,155,76,Orthodox,1987-02-23,34,4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7
Reginaldo Vieira,13,5,0,0,67,135,65,Orthodox,1982-11-26,38,3.76,0.4,2.89,0.59,1.97,0.27,0.25,0.8
Ketlen Vieira,11,2,0,0,68,135,68,Orthodox,1991-08-26,29,2.66,0.36,3.84,0.53,2.19,0.48,0.92,0.5
Rodolfo Vieira,7,1,0,0,72,185,73,Orthodox,1989-09-25,31,1.66,0.42,3.06,0.42,7.0,0.47,0.0,1.6
Gian Villante,17,13,0,0,75,230,76,Orthodox,1985-08-18,35,4.39,0.43,5.48,0.55,0.46,0.23,0.83,0.0
Ike Villanueva,17,11,0,1,73,225,73,Orthodox,1984-04-04,36,3.62,0.4,6.93,0.37,0.0,0.0,0.0,0.0
Armando Villarreal,5,2,0,0,67,135,66,Southpaw,1989-08-08,31,3.23,0.55,4.3,0.52,3.23,0.25,0.0,0.0
Yuri Villefort,10,5,0,0,72,170,73,Orthodox,1991-03-23,29,3.18,0.43,5.42,0.55,2.0,0.35,0.4,0.3
Brandon Visher,13,3,0,0,66,135,68,Orthodox,1984-05-06,36,2.55,0.45,3.76,0.42,0.67,0.2,0.0,0.0
Bobby Voelker,19,13,0,0,72,170,74,Orthodox,1979-04-26,41,4.01,0.35,5.84,0.42,1.04,0.5,0.66,0.0
Alexander Volkanovski,22,1,0,9,66,145,71,Orthodox,1988-09-29,32,6.02,0.55,3.31,0.6,2.09,0.34,0.72,0.3
Jacob Volkmann,19,7,0,0,69,155,71,Southpaw,1980-09-05,40,1.19,0.34,1.78,0.52,3.19,0.48,0.52,2.0
